OBJECTID,id,airport_ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,description,frequency_mhz,runway_length_ft,runway_width_ft,runway_surface,runway_lighted,runway_closed
41225,4629,MBSC,medium_airport,South Caicos Airport,21.515699,-71.528503,6,NA,TC,TC-SC,South Caicos,yes,MBSC,XSC,,,https://en.wikipedia.org/wiki/South_Caicos_Airport,,INFO,118.9,6335,98,ASP,1,0
41226,4631,MDAB,small_airport,Arroyo Barril Airport,19.198524,-69.429815,57,NA,DO,DO-20,Arroyo Barril,no,MDAB,,,,https://en.wikipedia.org/wiki/Arroyo_Barril_International_Airport,,TWR,118.45,3830,82,ASP,0,0
41227,4632,MDBH,medium_airport,Maria Montez International Airport,18.2514991760254,-71.1203994750977,10,NA,DO,DO-04,Barahona,yes,MDBH,BRX,,,https://en.wikipedia.org/wiki/Mar%C3%ADa_Montez_International_Airport,,BARAHONA APP,119.5,9843,148,ASP,1,0
41228,4633,MDCR,medium_airport,Cabo Rojo Airport,17.9290008544922,-71.6447982788086,262,NA,DO,DO-16,Cabo Rojo,no,MDCR,CBJ,,,https://en.wikipedia.org/wiki/Cabo_Rojo_Airport,,RDO,122.7,4950,98,ASP,0,0
41229,4634,MDJB,medium_airport,La Isabela International Airport,18.5725002288818,-69.9856033325195,98,NA,DO,DO-01,La Isabela,yes,MDJB,JBQ,,,https://en.wikipedia.org/wiki/La_Isabela_International_Airport,"MDLI, SDI, Dr Joaquin Balaguer International Airport",HIGUERO TWR,121.7,5412,100,ASP,1,0
41230,4635,MDLR,medium_airport,Casa De Campo International Airport,18.4507007598877,-68.9117965698242,240,NA,DO,DO-12,La Romana,yes,MDLR,LRM,,,https://en.wikipedia.org/wiki/La_Romana_International_Airport,,LAS AMERICAS APP/DEP,119.3,9676,148,ASP,1,0
41231,4636,MDPC,large_airport,Punta Cana International Airport,18.5673999786,-68.3634033203,47,NA,DO,DO-11,Punta Cana,yes,MDPC,PUJ,,,https://en.wikipedia.org/wiki/Punta_Cana_International_Airport,,APP,119.7,10171,148,ASP,1,0
41232,4637,MDPP,medium_airport,Gregorio Luperon International Airport,19.7579002380371,-70.5699996948242,15,NA,DO,DO-18,Puerto Plata,yes,MDPP,POP,,,https://en.wikipedia.org/wiki/Gregorio_Luper%C3%B3n_International_Airport,La Union,PUERTO PLATA APP,119,10108,151,ASP,1,0
41233,4638,MDSD,large_airport,Las Américas International Airport,18.42970085144,-69.668899536133,59,NA,DO,DO-01,Santo Domingo,yes,MDSD,SDQ,,http://www.aerodom.com/app/do/lasamericas.aspx,https://en.wikipedia.org/wiki/Las_Am%C3%A9ricas_International_Airport,"Aeropuerto Internacional de Las Américas, José Francisco Peña Gómez Intl",APP,119.3,11000,200,ASP,1,0
41234,4639,MDSI,medium_airport,San Isidro Air Base,18.5037002563477,-69.7617034912109,111,NA,DO,DO-01,San Isidro,no,MDSI,,,,https://en.wikipedia.org/wiki/San_Isidro_Air_Base,"Base Aérea de San Isidro, Base Aérea Trujillo",TWR,122.7,7000,200,ASP,1,0
41235,4640,MDST,medium_airport,Cibao International Airport,19.406099319458,-70.6046981811523,565,NA,DO,DO-25,Santiago,yes,MDST,STI,,,https://en.wikipedia.org/wiki/Cibao_International_Airport,,SANTIAGO APP,119,8595,148,ASP,1,0
41236,21948,ME16,small_airport,Loring International Airport,46.950401,-67.885902,746,NA,US,US-ME,Limestone,no,ME16,LIZ,ME16,,https://en.wikipedia.org/wiki/Loring_International_Airport,Loring AFB,UNICOM,123,12101,300,ASP,1,1
41237,4643,MGCB,medium_airport,Coban Airport,15.469,-90.4067,4339,NA,GT,GT-AV,Coban,no,MGCB,CBV,,,,,RDO,126.2,3340,50,ASP,0,0
41238,4644,MGGT,large_airport,La Aurora Airport,14.5833,-90.527496,4952,NA,GT,GT-GU,Guatemala City,yes,MGGT,GUA,,,https://en.wikipedia.org/wiki/La_Aurora_International_Airport,,GUATEMALA RDO,126.9,9800,196,ASP,1,0
41239,4645,MGPB,medium_airport,Puerto Barrios Airport,15.7309,-88.583801,33,NA,GT,GT-IZ,Puerto Barrios,yes,MGPB,PBR,,,https://en.wikipedia.org/wiki/Puerto_Barrios_Airport,,TWR,118.4,8880,110,CON,0,0
41240,32170,MGPP,small_airport,Poptún Airport,16.325799942017,-89.41609954834,1801,NA,GT,GT-PE,Poptún,no,MGPP,PON,,,https://en.wikipedia.org/wiki/Popt%C3%BAn_Airport,,,126.5,8000,,Dirt/Gravel,0,0
41241,4646,MGRB,medium_airport,Rubelsanto Airport,15.9919996261597,-90.4452972412109,426,NA,GT,GT-AV,Rubelsanto,no,MGRB,RUV,,,,,RDO,122.9,4690,70,ASP,0,0
41242,4647,MGRT,medium_airport,Retalhuleu Airport,14.521431,-91.697001,656,NA,GT,GT-RE,Retalhuleu,no,MGRT,RER,,,https://en.wikipedia.org/wiki/Retalhuleu_Airport,,TWR,118.8,5065,100,ASP,0,0
41243,4648,MGSJ,medium_airport,San José Airport,13.9362001419,-90.8358001709,29,NA,GT,GT-ES,Puerto San José,yes,MGSJ,GSJ,,,https://en.wikipedia.org/wiki/San_Jos%C3%A9_Airport,,TWR,118.5,6595,150,ASP,0,0
41244,4649,MGTK,medium_airport,Mundo Maya International Airport,16.913799,-89.866402,427,NA,GT,GT-PE,San Benito,yes,MGMM,FRS,,,https://en.wikipedia.org/wiki/Mundo_Maya_International_Airport,,TIKAL APP,121.4,9842,148,CON,1,0
41245,4660,MHLC,medium_airport,Goloson International Airport,15.7425,-86.852997,39,NA,HN,HN-AT,La Ceiba,yes,MHLC,LCE,,,https://en.wikipedia.org/wiki/Golos%C3%B3n_International_Airport,Hector C Moncada Air Base,GND,121.9,9875,147,ASP,1,0
41246,4661,MHLM,medium_airport,Ramón Villeda Morales International Airport,15.4526,-87.923599,91,NA,HN,HN-CR,San Pedro Sula,yes,MHLM,SAP,,,https://en.wikipedia.org/wiki/Ram%C3%B3n_Villeda_Morales_International_Airport,,APP,119.7,9203,148,CON,1,0
41247,4663,MHRO,medium_airport,Juan Manuel Gálvez International Airport,16.316799,-86.523003,39,NA,HN,HN-IB,Coxen Hole,yes,MHRO,RTB,,,https://en.wikipedia.org/wiki/Juan_Manuel_G%C3%A1lvez_International_Airport,"Roatán, Roatan International",GND,121.6,7349,148,ASP,1,0
41248,4664,MHSC,medium_airport,Palmerola International Airport / José Enrique Soto Cano Air Base,14.3824,-87.621201,2061,NA,HN,HN-CM,Palmerola,yes,MHPR,XPL,,,https://en.wikipedia.org/wiki/Comayagua_International_Airport,"Comayagua International, MHSC, Soto Cano, Palmerola Air Base, Tegucigalpa",VFR ADVSY SVC,125.8,8008,148,ASP,1,0
41249,4666,MHTG,medium_airport,Toncontín International Airport,14.0609,-87.217201,3294,NA,HN,HN-FM,Tegucigalpa,yes,MHTG,TGU,,,https://en.wikipedia.org/wiki/Toncont%C3%ADn_International_Airport,,TONCONTIN APP,119.1,6112,148,ASP,1,0
41250,4680,MKJP,large_airport,Norman Manley International Airport,17.9356994628906,-76.7874984741211,10,NA,JM,JM-01,Kingston,yes,MKJP,KIN,,,https://en.wikipedia.org/wiki/Norman_Manley_International_Airport,,MANLEY APP,120.6,8900,150,ASP,1,0
41251,4681,MKJS,medium_airport,Sangster International Airport,18.5037002563477,-77.9133987426758,4,NA,JM,JM-08,Montego Bay,yes,MKJS,MBJ,,,https://en.wikipedia.org/wiki/Sangster_International_Airport,,APP,120.8,8735,150,ASP,1,0
41252,4683,MKTP,medium_airport,Tinson Pen Airport,17.9885997772217,-76.8237991333008,16,NA,JM,JM-02,Tinson Pen,yes,MKTP,KTP,,,https://en.wikipedia.org/wiki/Tinson_Pen_Airport,,FIS,121.6,4300,110,ASP,1,0
41253,4874,MM22,small_airport,La Pesca Airport,23.8022,-97.773697,15,NA,MX,MX-TAM,Soto La Marina,no,MM22,,LPE,,,La Pesca Base Aeronaval,UNICOM,122.5,6775,70,ASP,0,0
41254,4882,MM31,small_airport,Fausto Vega Santander Airport,20.9468,-97.375099,10,NA,MX,MX-VER,Túxpam de Rodríguez Cano,no,MM31,,MM31,,,,UNICOM,122.5,4640,56,ASP,0,0
41255,313720,MM35,small_airport,Aeródromo Santa Bárbara,18.331948,-100.636203,876,NA,MX,MX-GRO,Pungarabato,no,MM35,,CAT,,https://en.wikipedia.org/wiki/Santa_Barbara_Regional_Airport,"MM1C, MX23, Aerodromo Cd Altamirano",Tráfico Cd. Altamirano,122.5,5251,60,ASP,0,0
41256,4688,MMAA,large_airport,Aeropuerto Internacional Juan N. Álvarez,16.762118,-99.755473,16,NA,MX,MX-GRO,Ciudad de Acapulco,yes,MMAA,ACA,,,https://en.wikipedia.org/wiki/General_Juan_N._%C3%81lvarez_International_Airport,,ACAPULCO APP,119.9,5579,115,CON,1,0
41257,4690,MMAN,medium_airport,Del Norte International Airport,25.865601,-100.237,1476,NA,MX,MX-NLE,Monterrey,no,MMAN,NTR,ADN,,https://en.wikipedia.org/wiki/Del_Norte_International_Airport,BAM 14 Monterrey/Apodaca,MONTERREY APP,119.75,6598,148,ASP,1,0
41258,4691,MMAS,medium_airport,Aeropuerto Internacional Jesús Terán Peredo,21.699589,-102.318372,6112,NA,MX,MX-AGU,Aguascalientes,yes,MMAS,AGU,,https://www.aeropuertosgap.com.mx/es/aguascalientes.html,https://en.wikipedia.org/wiki/Lic._Jes%C3%BAs_Ter%C3%A1n_Peredo_International_Airport,"Aguascalientes International, Licenciado Jesús Terán Peredo",LEON APP,119.05,3478,98,ASP,0,1
41259,4692,MMBT,large_airport,Aeropuerto Internacional de Bahías de Huatulco,15.771987,-96.258752,464,NA,MX,MX-OAX,Huatulco,yes,MMBT,HUX,HU1,,https://en.wikipedia.org/wiki/Bah%C3%ADas_de_Huatulco_International_Airport,,HUATULCO TWR,118,8858,148,ASP,1,0
41260,4693,MMCB,large_airport,Aeropuerto Internacional Mariano Matamoros,18.83112,-99.260209,4277,NA,MX,MX-MOR,Temixco,yes,MMCB,CVJ,,,https://en.wikipedia.org/wiki/General_Mariano_Matamoros_Airport,,TOLUCA APP,128.9,9180,148,ASP,1,0
41261,4694,MMCE,medium_airport,Ciudad del Carmen International Airport,18.6536998748779,-91.7990036010742,10,NA,MX,MX-CAM,Ciudad del Carmen,yes,MMCE,CME,,,https://en.wikipedia.org/wiki/Ciudad_del_Carmen_International_Airport,,CARMEN TWR,118.4,7218,148,ASP,1,0
41262,4697,MMCL,medium_airport,Bachigualato Federal International Airport,24.76504,-107.475228,108,NA,MX,MX-SIN,Culiacán,yes,MMCL,CUL,,,https://en.wikipedia.org/wiki/Bachigualato_Federal_International_Airport,"Federal de Bachigualato International Airport, Culiacán International Airport",APP,119.75,7546,148,ASP,1,0
41263,4698,MMCM,medium_airport,Aeropuerto Internacional de Chetumal,18.5047,-88.326797,39,NA,MX,MX-ROO,Chetumal,yes,MMCM,CTM,,http://chetumal.asa.gob.mx/wb/webasa/chetumal_aeropuertos,https://en.wikipedia.org/wiki/Chetumal_International_Airport,,TWR,118.8,7244,151,ASP,1,0
41264,4699,MMCN,medium_airport,Ciudad Obregón International Airport,27.392599105835,-109.833000183105,243,NA,MX,MX-SON,Ciudad Obregón,yes,MMCN,CEN,,http://obregon.asa.gob.mx/wb/webasa/obregon_aeropuertos,https://en.wikipedia.org/wiki/Ciudad_Obreg%C3%B3n_International_Airport,,APP,121.3,7546,148,ASP,1,0
41265,4700,MMCP,medium_airport,Ingeniero Alberto Acuña Ongay International Airport,19.8167991638,-90.5002975464,34,NA,MX,MX-CAM,Campeche,yes,MMCP,CPE,,,https://en.wikipedia.org/wiki/Ing._Alberto_Acu%C3%B1a_Ongay_International_Airport,,CAMPECHE TWR,118.5,8202,148,ASP,1,0
41266,4701,MMCS,medium_airport,Abraham González International Airport,31.636100769043,-106.429000854492,3904,NA,MX,MX-CHH,Ciudad Juárez,yes,MMCS,CJS,,,https://en.wikipedia.org/wiki/Abraham_Gonz%C3%A1lez_International_Airport,,JUAREZ APP,119.9,8858,148,ASP,1,0
41267,4702,MMCT,medium_airport,Aeropuerto Internacional de Chichen Itza,20.6413,-88.446198,102,NA,MX,MX-YUC,Chichen Itza,no,MMCT,CZA,,http://www.chichen-itza-airport.com/,https://en.wikipedia.org/wiki/Chichen_Itza_International_Airport,,TWR,118.9,9186,148,CON,1,0
41268,4703,MMCU,medium_airport,General Roberto Fierro Villalobos International Airport,28.7028999329,-105.964996338,4462,NA,MX,MX-CHH,Chihuahua,yes,MMCU,CUU,,,https://en.wikipedia.org/wiki/General_Roberto_Fierro_Villalobos_International_Airport,,CHIHUAHUA APP,121,3609,98,ASP,0,0
41269,4704,MMCV,medium_airport,General Pedro Jose Mendez International Airport,23.7033004761,-98.9564971924,761,NA,MX,MX-TAM,Ciudad Victoria,yes,MMCV,CVM,,,https://en.wikipedia.org/wiki/General_Pedro_J._M%C3%A9ndez_International_Airport,,MONTERREY CNTR,124.5,7218,148,ASP,1,0
41270,4705,MMCY,medium_airport,Aeropuerto Nacional Captain Rogelio Castillo,20.544752,-100.881196,5709,NA,MX,MX-GUA,Celaya,yes,MMCY,CYW,CYA,,https://en.wikipedia.org/wiki/Captain_Rogelio_Castillo_National_Airport,,AFIS,118.4,6284,98,ASP,0,0
41271,4706,MMCZ,large_airport,Aeropuerto Internacional de Cozumel,20.511425,-86.930287,15,NA,MX,MX-ROO,Ciudad de Cozumel,yes,MMCZ,CZM,,http://www.asur.com.mx/,https://en.wikipedia.org/wiki/Cozumel_International_Airport,,CANCUN APP,120.4,10165,148,ASP,1,1
41272,4707,MMDO,large_airport,"Aeropuerto Internacional Gral, Guadalupe Victoria",24.125908,-104.533904,6104,NA,MX,MX-DUR,Ciudad de Durango,yes,MMDO,DGO,,,https://en.wikipedia.org/wiki/General_Guadalupe_Victoria_International_Airport,,ATIS,132.1,9514,148,ASP,1,0
41273,4708,MMEP,medium_airport,Amado Nervo National Airport,21.419833,-104.842472,3020,NA,MX,MX-NAY,Tepic,yes,MMEP,TPQ,TNY,http://tepic.asa.gob.mx/wb/webasa/tepic_aeropuertos,https://en.wikipedia.org/wiki/Amado_Nervo_National_Airport,Tepic Airport,TWR,118.8,7546,148,ASP,1,0
41274,4709,MMES,small_airport,Base Nº3 de la Fuerza Aérea Mexicana,31.797973,-116.59554,66,NA,MX,MX-BCN,Ensenada,yes,MMES,ESE,ENS,,https://en.wikipedia.org/wiki/Ensenada_Airport,"El Ciprés"" Military Airbase Number 3",TWR,119.75,4892,115,ASP,1,0
41275,4710,MMGL,large_airport,Aeropuerto Internacional Miguel Hidalgo,20.52504,-103.301557,5016,NA,MX,MX-JAL,Ciudad de Tlajomulco de Zúñiga,yes,MMGL,GDL,,,https://en.wikipedia.org/wiki/Don_Miguel_Hidalgo_y_Costilla_International_Airport,,GUADALAJARA APP,119.3,5906,98,ASP,0,0
41276,4711,MMGM,medium_airport,General José María Yáñez International Airport,27.9689998626709,-110.925003051758,59,NA,MX,MX-SON,Guaymas,yes,MMGM,GYM,,http://guaymas.asa.gob.mx/wb/webasa/guaymas_aeropuertos,https://en.wikipedia.org/wiki/General_Jos%C3%A9_Mar%C3%ADa_Y%C3%A1%C3%B1ez_International_Airport,,HERMOSILLO APP,121.3,7710,148,ASP,1,0
41277,31554,MMGR,small_airport,Guerrero Negro Airport,28.0261,-114.024002,59,NA,MX,MX-BCN,San Quintín,yes,MMGR,GUB,GRN,,https://en.wikipedia.org/wiki/Guerrero_Negro_Airport,MM58,Guerrero Negro Traffic,123.3,7216,131,ASP,0,0
41278,4713,MMHO,large_airport,General Ignacio P. Garcia International Airport,29.0958995819,-111.047996521,627,NA,MX,MX-SON,Hermosillo,yes,MMHO,HMO,,,https://en.wikipedia.org/wiki/General_Ignacio_Pesqueira_Garcia_International_Airport,,HERMOSILLO APP,121.4,7546,148,ASP,1,0
41279,4714,MMIA,medium_airport,Aeropuerto Internacional Licenciado Miguel de la Madrid,19.277,-103.577002,2467,NA,MX,MX-COL,Colima,yes,MMIA,CLQ,COL,,https://en.wikipedia.org/wiki/Lic._Miguel_de_la_Madrid_Airport,"Lic. Miguel de la Madrid Airport, Colima Airport",TWR,118.9,7546,148,ASP,1,0
41280,4716,MMIO,medium_airport,Plan De Guadalupe International Airport,25.5494995117188,-100.929000854492,4778,NA,MX,MX-COA,Saltillo,yes,MMIO,SLW,,,https://en.wikipedia.org/wiki/Plan_de_Guadalupe_International_Airport,,SALTILLO APP,127.4,3471,148,ASP,0,1
41281,4717,MMIT,medium_airport,Aeropuerto Nacional General Antonio Cárdenas Rodríguez,16.438915,-95.090328,164,NA,MX,MX-OAX,Ixtepec,yes,MMIT,IZT,,,https://en.wikipedia.org/wiki/Ixtepec_Airport,,GND,121.7,7640,148,ASP,1,0
41282,4718,MMJA,medium_airport,El Lencero Airport,19.4750995636,-96.7975006104,3127,NA,MX,MX-VER,Xalapa,yes,MMJA,JAL,,,https://en.wikipedia.org/wiki/El_Lencero_Airport,,JALAPA AFIS,123.3,5577,82,ASP,1,0
41283,4719,MMJC,small_airport,Aeropuerto Nacional Jorge Jiménez Cantú,19.574155,-99.291183,8120,NA,MX,MX-MEX,Atizapán de Zaragoza,no,MMJC,AZP,JJC,,https://es.wikipedia.org/wiki/Aeropuerto_Nacional_Jorge_Jiménez_Cantú,Jorge Jiménez Cantú,INFO,118.4,4265,131,ASP,0,0
41284,4721,MMLM,medium_airport,Valle del Fuerte International Airport,25.685447,-109.081055,16,NA,MX,MX-SIN,Los Mochis,yes,MMLM,LMM,,http://aeropuertosgap.com.mx/english/index-site.html,https://en.wikipedia.org/wiki/Federal_del_Valle_del_Fuerte_International_Airport,,MOCHIS TWR,118.8,6562,148,ASP,1,0
41285,4722,MMLO,large_airport,Aeropuerto Internacional Del Bajío,20.985813,-101.478825,5956,NA,MX,MX-GUA,Ciudad de Silao,yes,MMLO,BJX,BJ1,,https://en.wikipedia.org/wiki/Del_Baj%C3%ADo_International_Airport,,LEON APP,119.05,11483,148,ASP,1,0
41286,4723,MMLP,medium_airport,Manuel Márquez de León International Airport,24.0727005005,-110.361999512,69,NA,MX,MX-BCS,La Paz,yes,MMLP,LAP,,http://aeropuertosgap.com.mx/aeropuertos/lapaz?lang=eng,https://en.wikipedia.org/wiki/Manuel_M%C3%A1rquez_de_Le%C3%B3n_International_Airport,,LA PAZ APP,120.6,8202,148,CON,1,0
41287,4724,MMLT,medium_airport,Loreto International Airport,25.989200592041,-111.347999572754,34,NA,MX,MX-BCS,Loreto,yes,MMLT,LTO,,,https://en.wikipedia.org/wiki/Loreto_International_Airport,,TWR,118.4,7218,148,ASP,1,0
41288,4725,MMMA,medium_airport,General Servando Canales International Airport,25.7698993683,-97.5252990723,25,NA,MX,MX-TAM,Matamoros,yes,MMMA,MAM,,,https://en.wikipedia.org/wiki/General_Servando_Canales_International_Airport,,MATAMOROS APP/TWR,118,7546,151,ASP,1,0
41289,4726,MMMD,large_airport,Aeropuerto Internacional Manuel Crescencio Rejón,20.933384,-89.662621,38,NA,MX,MX-YUC,Ciudad de Mérida,yes,MMMD,MID,,,https://en.wikipedia.org/wiki/Manuel_Crescencio_Rej%C3%B3n_International_Airport,,MERIDA APPROACH,121.2,10499,151,ASP,1,0
41290,4727,MMML,large_airport,Aeropuerto Internacional Gral. Rodolfo Sánchez Taboada,32.628479,-115.247827,74,NA,MX,MX-BCN,Mexicali,yes,MMML,MXL,M1L,http://aeropuertosgap.com.mx/aeropuertos/mexicali?lang=eng,https://en.wikipedia.org/wiki/General_Rodolfo_S%C3%A1nchez_Taboada_International_Airport,Mexicali Airport,MEXICALI INFO,123.9,8530,148,CON,1,0
41291,4728,MMMM,medium_airport,General Francisco J. Mujica International Airport,19.849899,-101.025002,6033,NA,MX,MX-MIC,Morelia,yes,MMMM,MLM,,,https://en.wikipedia.org/wiki/General_Francisco_J._Mujica_International_Airport,,MORELIA  APP/TWR,118.5,11155,148,ASP,1,0
41292,4729,MMMT,medium_airport,Minatitlán/Coatzacoalcos International Airport,18.103399,-94.580704,36,NA,MX,MX-VER,Cosoleacaque,yes,MMMT,MTT,,http://www.asur.com.mx/asur/ingles/aeropuertos/minatitlan/minatitlan.asp,https://en.wikipedia.org/wiki/Minatitl%C3%A1n/Coatzacoalcos_International_Airport,,TWR,118.1,6890,148,ASP,1,0
41293,4730,MMMV,medium_airport,Monclova International Airport,26.9557,-101.470001,1864,NA,MX,MX-COA,Monclova,yes,MMMV,LOV,MOV,,https://en.wikipedia.org/wiki/Venustiano_Carranza_International_Airport,,INFO,118.9,4783,66,ASP,0,0
41294,4731,MMMX,large_airport,Aeropuerto Internacional Lic. Benito Juárez,19.435433,-99.082432,7316,NA,MX,MX-DIF,Ciudad de México,yes,MMMX,MEX,ME1,https://www.aicm.com.mx,https://en.wikipedia.org/wiki/Mexico_City_International_Airport,AICM,MEXICO APP,121.2,12966,148,ASP,1,0
41295,4732,MMMY,large_airport,Aeropuerto Internacional Gral. Mariano Escobedo,25.778561,-100.113602,1278,NA,MX,MX-NLE,Ciudad de Apodaca,yes,MMMY,MTY,,,https://en.wikipedia.org/wiki/General_Mariano_Escobedo_International_Airport,,MONTERREY APP,119.75,9843,148,ASP,1,0
41296,4733,MMMZ,large_airport,Aeropuerto Internacional Gral. Rafael Buelna,23.166689,-106.270151,38,NA,MX,MX-SIN,Ciudad de Mazatlàn,yes,MMMZ,MZT,,,https://en.wikipedia.org/wiki/General_Rafael_Buelna_International_Airport,,MAZATLAN APP,121.2,8868,197,ASP,1,0
41297,4735,MMNL,medium_airport,Quetzalcóatl International Airport,27.443899,-99.570503,484,NA,MX,MX-TAM,Nuevo Laredo,yes,MMNL,NLD,,,https://en.wikipedia.org/wiki/Quetzalc%C3%B3atl_International_Airport,,NUEVO LAREDO APP/TWR,118.3,6562,148,ASP,1,0
41298,4736,MMOX,medium_airport,Aeropuerto Internacional Xoxocotlán,17.000814,-96.72197,4989,NA,MX,MX-OAX,Oaxaca,yes,MMOX,OAX,,http://www.asur.com.mx/asur/ingles/aeropuertos/oaxaca/oaxaca.asp,https://en.wikipedia.org/wiki/Xoxocotl%C3%A1n_International_Airport,,OAXACA APP,121.1,8038,148,ASP,1,0
41299,4737,MMPA,medium_airport,El Tajín National Airport,20.6026992798,-97.4608001709,497,NA,MX,MX-VER,Poza Rica,yes,MMPA,PAZ,,,https://en.wikipedia.org/wiki/El_Taj%C3%ADn_National_Airport,,POZA RICA INFO,118.9,5906,148,ASP,1,0
41300,4738,MMPB,large_airport,Aeropuerto Internacional Hermanos Serdán,19.163836,-98.375874,7361,NA,MX,MX-PUE,Puebla,yes,MMPB,PBC,,http://www.aeropuertopuebla.com/,https://en.wikipedia.org/wiki/Hermanos_Serd%C3%A1n_International_Airport,,PUEBLA APP/TWR,118.2,11811,148,ASP,1,0
41301,4739,MMPC,small_airport,Aeropuerto Nacional Ingeniero Juan Guillermo Villasana,20.0774,-98.782501,7600,NA,MX,MX-HID,Pachuca,no,MMPC,,PCA,,,,AFIS,122.9,6825,85,ASP,0,0
41302,4741,MMPG,medium_airport,Piedras Negras International Airport,28.627873,-100.53524,901,NA,MX,MX-COA,Piedras Negras,yes,MMPG,PDS,PNG,,https://en.wikipedia.org/wiki/Piedras_Negras_International_Airport,,INFO,122.25,6655,98,ASP,1,0
41303,4742,MMPN,medium_airport,Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,19.3967,-102.039001,5258,NA,MX,MX-MIC,Uruapan,yes,MMPN,UPN,,,https://en.wikipedia.org/wiki/Uruapan_International_Airport,,URUAPAN TWR,118.2,7874,148,ASP,1,0
41304,4745,MMPR,large_airport,Aeropuerto Internacional Lic. Gustavo Díaz Ordaz,20.679746,-105.246685,23,NA,MX,MX-JAL,Ciudad de Puerto Vallarta,yes,MMPR,PVR,,http://vallarta.aeropuertosgap.com.mx/index.php?lang=eng,https://en.wikipedia.org/wiki/Lic._Gustavo_D%C3%ADaz_Ordaz_International_Airport,Licenciado Gustavo Díaz Ordaz,VALLARTA APP,121.3,10171,148,ASP,1,0
41305,4746,MMPS,medium_airport,Aeropuerto Internacional de Puerto Escondido,15.874859,-97.091868,294,NA,MX,MX-OAX,Puerto Escondido,yes,MMPS,PXM,P1M,,https://en.wikipedia.org/wiki/Puerto_Escondido_International_Airport,,ESCONDIDO TWR,118.9,7546,148,ASP,1,0
41306,4747,MMQT,medium_airport,Querétaro Intercontinental Airport,20.6173,-100.185997,6296,NA,MX,MX-QUE,Querétaro,yes,MMQT,QRO,QET,http://www.aiq.com.mx/,https://en.wikipedia.org/wiki/Quer%C3%A9taro_International_Airport,,TWR,118.95,11483,148,CON,1,0
41307,4748,MMRX,medium_airport,General Lucio Blanco International Airport,26.0089,-98.2285,139,NA,MX,MX-TAM,Reynosa,yes,MMRX,REX,REI,,https://en.wikipedia.org/wiki/General_Lucio_Blanco_International_Airport,,REYNOSA APP/TWR,118.8,6243,148,ASP,1,0
41309,4750,MMSD,large_airport,Los Cabos International Airport.,23.151919,-109.720731,374,NA,MX,MX-BCS,San José del Cabo,yes,MMSD,SJD,,https://www.loscabosairport.com/,https://en.wikipedia.org/wiki/Los_Cabos_International_Airport,,SAN JOSE APP,120.9,9843,148,ASP,1,0
41310,4751,MMSF,large_airport,Aeropuerto Internacional San Felipe,30.931996,-114.80847,148,NA,MX,MX-BCN,Mexicali,no,MMSF,SFH,SFE,,https://en.wikipedia.org/wiki/San_Felipe_International_Airport,,FELIPE TWR,118.5,4921,98,ASP,1,0
41311,4869,MMSL,medium_airport,Cabo San Lucas International Airport,22.948211,-109.938155,459,NA,MX,MX-BCS,Cabo San Lucas,yes,MMSL,,CSL,https://www.cabosanlucas.net/fast-facts/cabo-san-lucas-airport,https://en.wikipedia.org/wiki/Cabo_San_Lucas_International_Airport,MM15,Cabo san Lucas tower,118.75,6998,148,ASP,0,0
41312,4752,MMSP,medium_airport,Ponciano Arriaga International Airport,22.2542991638,-100.930999756,6035,NA,MX,MX-SLP,San Luis Potosí,yes,MMSP,SLP,,,https://en.wikipedia.org/wiki/Ponciano_Arriaga_International_Airport,Estafeta,POTOSI APP/TWR,118.9,3259,98,ASP,0,0
41313,4754,MMTB,medium_airport,Terán Air Base,16.739901,-93.173301,1909,NA,MX,MX-CHP,Tuxtla Gutiérrez,no,MMTB,,TGM,,http://es.wikipedia.org/wiki/Base_A%C3%A9rea_No._6_Ter%C3%A1n,Angel Albino Corzo Airport,TUXTLA APP,118.6,7065,135,ASP,1,0
41314,4755,MMTC,medium_airport,Francisco Sarabia Tinoco International Airport,25.5683,-103.411003,3688,NA,MX,MX-COA,Torreón,yes,MMTC,TRC,,,https://en.wikipedia.org/wiki/Francisco_Sarabia_International_Airport,,APP,119.5,4813,98,ASP,0,0
41315,4757,MMTJ,large_airport,Aeropuerto Internacional Gral. Abelardo Rodriguez,32.545963,-116.975856,489,NA,MX,MX-BCN,Ciudad de Tijuana,yes,MMTJ,TIJ,,http://aeropuertosgap.com.mx/english/airports/tijuana-airport,https://en.wikipedia.org/wiki/General_Abelardo_L._Rodr%C3%ADguez_International_Airport,,TIJUANA APP,119.5,9711,144,CON,1,0
41316,4758,MMTM,medium_airport,General Francisco Javier Mina International Airport,22.2964000702,-97.8658981323,80,NA,MX,MX-TAM,Tampico,yes,MMTM,TAM,,,https://en.wikipedia.org/wiki/General_Francisco_Javier_Mina_International_Airport,,TAMPICO APP,120.3,3937,98,ASP,0,0
